filename cpuseconds wallseconds overhead
dsgdb9nsd_003077 304.21 365.83 1.20256
dsgdb9nsd_001631 497.8 588.43 1.18206
dsgdb9nsd_002823 123.5 133.47 1.08073
dsgdb9nsd_004762 178.03 223.34 1.25451
dsgdb9nsd_002355 222.16 255.73 1.15111
dsgdb9nsd_000994 145.49 177.26 1.21837
dsgdb9nsd_001761 194.06 235.34 1.21272
dsgdb9nsd_003030 273.65 294.6 1.07656
dsgdb9nsd_002331 184.74 224.86 1.21717
dsgdb9nsd_002039 233.37 262.63 1.12538
dsgdb9nsd_003854 722.27 831.76 1.15159
dsgdb9nsd_003890 166.92 178.44 1.06902
dsgdb9nsd_000241 86.94 91.2 1.049
dsgdb9nsd_001208 681.24 826.01 1.21251
dsgdb9nsd_002126 164.28 198.13 1.20605
dsgdb9nsd_001798 313.01 370.99 1.18523
dsgdb9nsd_001759 158.58 191.06 1.20482
dsgdb9nsd_003290 283.01 323.37 1.14261
dsgdb9nsd_002776 280.7 356.27 1.26922
dsgdb9nsd_003212 130.21 161.81 1.24268
dsgdb9nsd_000980 143.22 180.11 1.25758
dsgdb9nsd_004233 247.8 296.2 1.19532
dsgdb9nsd_003701 169.74 199.49 1.17527
dsgdb9nsd_001034 104.96 106.76 1.01715
dsgdb9nsd_001620 276.92 337.8 1.21985
dsgdb9nsd_004325 173.95 215.4 1.23829
dsgdb9nsd_003782 219.75 264.43 1.20332
dsgdb9nsd_001295 250.88 293.1 1.16829
dsgdb9nsd_002328 373.24 439.37 1.17718
dsgdb9nsd_002512 240.61 272.35 1.13191
dsgdb9nsd_000446 97.24 113.66 1.16886
dsgdb9nsd_003611 151.62 159.99 1.0552
dsgdb9nsd_000005 7.08 7.38 1.04237
dsgdb9nsd_000749 60.14 68.97 1.14682
dsgdb9nsd_004321 262.85 315.88 1.20175
dsgdb9nsd_003849 183.11 235.33 1.28518
dsgdb9nsd_002107 182.47 209.5 1.14813
dsgdb9nsd_003966 139.41 164.14 1.17739
dsgdb9nsd_002138 149.96 187.34 1.24927
dsgdb9nsd_000152 88.47 99.5 1.12468
dsgdb9nsd_000004 4.32 4.6 1.06481
dsgdb9nsd_002283 158.56 185.46 1.16965
dsgdb9nsd_003221 191.18 228.18 1.19353
dsgdb9nsd_002577 188.83 205.89 1.09035
dsgdb9nsd_003764 114.31 143.06 1.25151
dsgdb9nsd_001637 407.83 499.63 1.22509
dsgdb9nsd_004207 110.02 140.81 1.27986
dsgdb9nsd_002644 121.19 128.86 1.06329
dsgdb9nsd_002192 159.88 189.07 1.18257
dsgdb9nsd_003641 115.34 149.1 1.2927
dsgdb9nsd_001785 200.58 259.32 1.29285
dsgdb9nsd_001055 144.44 158.02 1.09402
dsgdb9nsd_001147 295.18 337.51 1.1434
dsgdb9nsd_000722 60.72 62.03 1.02157
dsgdb9nsd_004330 174.29 206.88 1.18699
dsgdb9nsd_001386 126.09 134.03 1.06297
dsgdb9nsd_002610 151.67 185.09 1.22035
dsgdb9nsd_002555 110.17 141.43 1.28374
dsgdb9nsd_003040 133.61 153.56 1.14932
dsgdb9nsd_002982 249.84 304.19 1.21754
dsgdb9nsd_000299 234.1 278.11 1.188
dsgdb9nsd_000062 72.56 85.35 1.17627
dsgdb9nsd_001250 303.79 380.49 1.25248
dsgdb9nsd_002281 152.84 194.21 1.27068
dsgdb9nsd_001728 152.78 165.45 1.08293
dsgdb9nsd_002543 269.19 314.88 1.16973
dsgdb9nsd_003667 130.68 164.03 1.2552
dsgdb9nsd_004274 347.89 424.46 1.2201
dsgdb9nsd_004019 209.64 246.7 1.17678
dsgdb9nsd_003538 155.1 170.45 1.09897
dsgdb9nsd_003866 388.43 448.63 1.15498
dsgdb9nsd_004370 383.05 488.69 1.27579
dsgdb9nsd_001648 141.37 179.24 1.26788
dsgdb9nsd_003109 154.11 188.57 1.22361
dsgdb9nsd_004996 152.33 181.31 1.19024
dsgdb9nsd_004228 202.03 257.75 1.2758
dsgdb9nsd_001387 121.01 132.29 1.09322
dsgdb9nsd_000476 132.47 151.13 1.14086
dsgdb9nsd_003140 157.86 200.32 1.26897
dsgdb9nsd_001818 104.76 130.04 1.24131
dsgdb9nsd_004251 148.03 175.52 1.18571
dsgdb9nsd_003604 320.32 359.89 1.12353
dsgdb9nsd_002587 179.76 203.3 1.13095
dsgdb9nsd_003790 234.98 259.89 1.10601
dsgdb9nsd_000571 115.91 125.61 1.08369
dsgdb9nsd_001324 162.3 204.4 1.2594
dsgdb9nsd_002878 107.75 120.41 1.11749
dsgdb9nsd_004154 286.36 368.52 1.28691
dsgdb9nsd_003152 137.23 164.3 1.19726
dsgdb9nsd_000470 203.48 227.96 1.12031
dsgdb9nsd_002529 297.51 338.16 1.13663
dsgdb9nsd_000459 113.19 115.78 1.02288
dsgdb9nsd_002048 259.41 285.63 1.10108
dsgdb9nsd_000019 73.73 76.27 1.03445
dsgdb9nsd_001567 289.12 346.05 1.19691
dsgdb9nsd_001628 264.64 337.33 1.27468
dsgdb9nsd_001384 104.22 112.93 1.08357
dsgdb9nsd_003446 278.26 326.11 1.17196
dsgdb9nsd_000489 82.15 88.06 1.07194
dsgdb9nsd_002494 112.96 126.26 1.11774
dsgdb9nsd_000498 73.86 84.59 1.14527
dsgdb9nsd_003287 344.9 409.01 1.18588
dsgdb9nsd_000097 90.08 115.63 1.28364
dsgdb9nsd_001816 204.42 226.82 1.10958
dsgdb9nsd_001525 154.92 184.94 1.19378
dsgdb9nsd_003957 256.07 300.19 1.1723
dsgdb9nsd_004575 276.7 311.16 1.12454
dsgdb9nsd_003181 272.9 291.38 1.06772
dsgdb9nsd_001369 122.4 153.08 1.25065
dsgdb9nsd_000467 137.46 157.59 1.14644
dsgdb9nsd_002867 131.06 156.96 1.19762
dsgdb9nsd_003794 291.03 331.16 1.13789
dsgdb9nsd_000204 106.0 118.86 1.12132
dsgdb9nsd_002050 331.66 370.29 1.11647
dsgdb9nsd_002029 175.13 215.18 1.22869
dsgdb9nsd_001803 465.59 540.14 1.16012
dsgdb9nsd_003060 246.9 304.39 1.23285
dsgdb9nsd_003433 177.43 212.07 1.19523
dsgdb9nsd_000409 105.03 118.6 1.1292
dsgdb9nsd_003879 214.51 250.49 1.16773
dsgdb9nsd_002161 144.96 178.24 1.22958
dsgdb9nsd_003402 349.77 408.66 1.16837
dsgdb9nsd_001792 269.29 330.2 1.22619
dsgdb9nsd_003025 119.13 129.46 1.08671
dsgdb9nsd_004065 245.6 290.02 1.18086
dsgdb9nsd_001357 328.36 377.21 1.14877
dsgdb9nsd_002514 125.08 137.87 1.10225
dsgdb9nsd_002072 206.3 223.37 1.08274
dsgdb9nsd_004140 313.83 405.77 1.29296
dsgdb9nsd_000858 105.7 128.35 1.21429
dsgdb9nsd_000392 243.15 290.88 1.1963
dsgdb9nsd_003926 108.68 138.82 1.27733
dsgdb9nsd_002364 272.65 318.89 1.16959
dsgdb9nsd_003515 511.25 588.96 1.152
dsgdb9nsd_002542 287.5 330.25 1.1487
dsgdb9nsd_003118 153.86 185.25 1.20402
dsgdb9nsd_004764 164.38 198.79 1.20933
dsgdb9nsd_003962 269.38 335.61 1.24586
dsgdb9nsd_003591 164.9 202.97 1.23087
dsgdb9nsd_003154 206.29 245.6 1.19056
dsgdb9nsd_002848 146.12 173.83 1.18964
dsgdb9nsd_002339 233.66 276.22 1.18214
dsgdb9nsd_002396 167.26 214.22 1.28076
dsgdb9nsd_000635 120.38 139.37 1.15775
dsgdb9nsd_001490 131.84 161.91 1.22808
dsgdb9nsd_003743 128.02 152.93 1.19458
dsgdb9nsd_003224 245.58 286.75 1.16764
dsgdb9nsd_002182 159.21 191.08 1.20018
dsgdb9nsd_002079 134.08 147.77 1.1021
dsgdb9nsd_003553 148.37 185.41 1.24965
dsgdb9nsd_000107 44.49 55.49 1.24725
dsgdb9nsd_002576 520.03 594.73 1.14365
dsgdb9nsd_002887 659.42 759.6 1.15192
dsgdb9nsd_003005 233.3 258.69 1.10883
dsgdb9nsd_001361 410.36 475.39 1.15847
dsgdb9nsd_003334 171.56 211.58 1.23327
dsgdb9nsd_000733 77.42 87.32 1.12787
dsgdb9nsd_002883 194.31 202.75 1.04344
dsgdb9nsd_002104 272.95 344.15 1.26085
dsgdb9nsd_001212 177.96 229.29 1.28844
dsgdb9nsd_001920 173.86 210.35 1.20988
dsgdb9nsd_004256 152.61 180.06 1.17987
dsgdb9nsd_001274 216.17 241.66 1.11792
dsgdb9nsd_000821 156.23 199.97 1.27997
dsgdb9nsd_003185 305.42 343.69 1.1253
dsgdb9nsd_002258 178.87 201.45 1.12624
dsgdb9nsd_000123 61.15 64.92 1.06165
dsgdb9nsd_002605 218.98 258.55 1.1807
dsgdb9nsd_001789 398.56 485.2 1.21738
dsgdb9nsd_000053 75.15 82.8 1.1018
dsgdb9nsd_002641 72.62 76.4 1.05205
dsgdb9nsd_004307 145.2 166.61 1.14745
dsgdb9nsd_002165 265.84 322.93 1.21475
dsgdb9nsd_003909 149.48 171.33 1.14617
dsgdb9nsd_001861 169.61 203.11 1.19751
dsgdb9nsd_003019 281.77 299.09 1.06147
dsgdb9nsd_001984 150.63 173.26 1.15024
dsgdb9nsd_001779 209.58 268.21 1.27975
dsgdb9nsd_002939 129.81 157.63 1.21431
dsgdb9nsd_003668 144.78 167.59 1.15755
dsgdb9nsd_000572 149.96 157.61 1.05101
dsgdb9nsd_003663 118.34 146.78 1.24032
dsgdb9nsd_003840 98.6 105.75 1.07252
dsgdb9nsd_001370 175.61 217.6 1.23911
dsgdb9nsd_003265 134.19 173.43 1.29242
dsgdb9nsd_003568 146.04 168.85 1.15619
dsgdb9nsd_001047 128.03 135.01 1.05452
dsgdb9nsd_003027 101.49 108.29 1.067
dsgdb9nsd_001901 297.43 369.69 1.24295
dsgdb9nsd_001993 146.31 176.68 1.20757
dsgdb9nsd_004009 208.92 262.17 1.25488
dsgdb9nsd_001802 514.26 606.96 1.18026
dsgdb9nsd_002407 127.05 145.81 1.14766
dsgdb9nsd_001021 96.96 115.65 1.19276
dsgdb9nsd_003011 178.01 199.9 1.12297
dsgdb9nsd_000347 74.93 76.73 1.02402
dsgdb9nsd_003353 170.1 210.35 1.23663
dsgdb9nsd_001325 135.12 160.48 1.18769
dsgdb9nsd_000866 256.46 319.5 1.24581
dsgdb9nsd_003411 134.34 149.93 1.11605
dsgdb9nsd_003594 158.61 195.35 1.23164
dsgdb9nsd_004781 498.52 633.39 1.27054
dsgdb9nsd_000603 112.13 144.05 1.28467
dsgdb9nsd_001867 256.31 332.34 1.29663
dsgdb9nsd_001629 118.17 151.84 1.28493
dsgdb9nsd_004863 224.17 275.0 1.22675
dsgdb9nsd_003725 123.07 140.28 1.13984
dsgdb9nsd_000275 149.61 189.23 1.26482
dsgdb9nsd_003267 250.09 306.5 1.22556
dsgdb9nsd_002525 271.74 316.37 1.16424
dsgdb9nsd_001524 163.51 188.72 1.15418
dsgdb9nsd_003830 105.14 115.95 1.10282
dsgdb9nsd_000034 39.44 41.43 1.05046
dsgdb9nsd_001143 201.72 235.61 1.16801
dsgdb9nsd_000479 124.05 141.87 1.14365
dsgdb9nsd_000434 195.87 247.63 1.26426
dsgdb9nsd_000194 94.1 95.95 1.01966
dsgdb9nsd_000096 87.03 95.46 1.09686
dsgdb9nsd_002666 206.07 245.63 1.19197
dsgdb9nsd_001006 100.15 115.73 1.15557
dsgdb9nsd_001720 415.91 501.63 1.2061
dsgdb9nsd_002468 271.35 320.84 1.18238
dsgdb9nsd_003167 152.92 159.25 1.04139
dsgdb9nsd_003796 120.71 147.54 1.22227
dsgdb9nsd_002017 276.49 332.77 1.20355
dsgdb9nsd_002517 186.68 209.8 1.12385
dsgdb9nsd_003148 132.51 158.01 1.19244
dsgdb9nsd_003069 200.83 246.09 1.22536
dsgdb9nsd_003903 116.64 127.73 1.09508
dsgdb9nsd_001806 221.06 256.24 1.15914
dsgdb9nsd_001292 346.28 389.49 1.12478
dsgdb9nsd_004246 148.53 179.02 1.20528
dsgdb9nsd_004294 130.55 167.9 1.2861
dsgdb9nsd_003906 91.71 99.52 1.08516
dsgdb9nsd_000447 167.84 198.59 1.18321
dsgdb9nsd_002890 216.13 231.53 1.07125
dsgdb9nsd_001062 134.78 141.66 1.05105
dsgdb9nsd_004747 144.98 166.37 1.14754
dsgdb9nsd_001298 218.6 251.48 1.15041
dsgdb9nsd_004122 219.73 278.19 1.26605
dsgdb9nsd_002584 185.54 203.2 1.09518
dsgdb9nsd_001594 636.86 769.33 1.208
dsgdb9nsd_003778 221.12 273.27 1.23584
dsgdb9nsd_002613 117.19 148.11 1.26385
dsgdb9nsd_002700 197.58 236.55 1.19724
dsgdb9nsd_002358 354.5 416.99 1.17628
dsgdb9nsd_004719 129.45 145.34 1.12275
dsgdb9nsd_001311 356.37 444.36 1.24691
dsgdb9nsd_001796 312.85 383.71 1.2265
dsgdb9nsd_004722 150.51 195.23 1.29712
dsgdb9nsd_003314 132.89 164.98 1.24148
dsgdb9nsd_004560 356.77 425.86 1.19365
dsgdb9nsd_002207 385.89 426.9 1.10627
dsgdb9nsd_003328 321.86 399.8 1.24215
dsgdb9nsd_001270 248.77 300.59 1.2083
dsgdb9nsd_000524 133.31 168.35 1.26285
dsgdb9nsd_002482 195.79 224.99 1.14914
dsgdb9nsd_001106 331.03 384.05 1.16017
dsgdb9nsd_002535 410.0 460.38 1.12288
dsgdb9nsd_004628 124.61 158.01 1.26804
dsgdb9nsd_001139 349.67 404.53 1.15689
dsgdb9nsd_003202 236.26 275.35 1.16545
dsgdb9nsd_001959 248.29 288.04 1.1601
dsgdb9nsd_003491 169.16 200.52 1.18539
dsgdb9nsd_002862 173.27 192.1 1.10867
dsgdb9nsd_004308 132.07 151.96 1.1506
dsgdb9nsd_001400 214.3 250.51 1.16897
dsgdb9nsd_003333 231.11 282.91 1.22414
dsgdb9nsd_004757 485.3 596.63 1.2294
dsgdb9nsd_002892 193.36 217.03 1.12241
dsgdb9nsd_001556 168.04 199.84 1.18924
dsgdb9nsd_001450 109.83 126.22 1.14923
dsgdb9nsd_002740 107.41 125.63 1.16963
dsgdb9nsd_001910 295.68 359.14 1.21462
dsgdb9nsd_003014 285.51 299.87 1.0503
dsgdb9nsd_002828 153.23 188.09 1.2275
dsgdb9nsd_000187 66.71 73.6 1.10328
dsgdb9nsd_002960 137.68 160.6 1.16647
dsgdb9nsd_003548 147.74 170.34 1.15297
dsgdb9nsd_002319 348.01 439.52 1.26295
dsgdb9nsd_000393 218.63 245.62 1.12345
dsgdb9nsd_004755 156.19 187.72 1.20187
dsgdb9nsd_003136 206.21 265.16 1.28587
dsgdb9nsd_000672 111.38 136.64 1.22679
dsgdb9nsd_004216 101.64 129.63 1.27538
dsgdb9nsd_003637 106.75 128.33 1.20215
dsgdb9nsd_001937 220.9 269.33 1.21924
dsgdb9nsd_001735 233.97 272.32 1.16391
dsgdb9nsd_003992 805.37 1039.29 1.29045
dsgdb9nsd_001786 290.56 334.62 1.15164
dsgdb9nsd_002969 201.9 217.67 1.07811
dsgdb9nsd_000134 96.82 111.26 1.14914
dsgdb9nsd_001412 312.09 382.08 1.22426
dsgdb9nsd_001484 410.13 497.28 1.21249
dsgdb9nsd_003740 167.51 204.03 1.21802
dsgdb9nsd_002578 379.7 424.03 1.11675
dsgdb9nsd_002375 663.38 778.7 1.17384
dsgdb9nsd_004234 210.86 258.87 1.22769
dsgdb9nsd_000054 100.84 112.97 1.12029
dsgdb9nsd_000023 16.59 17.02 1.02592
dsgdb9nsd_000049 42.77 43.58 1.01894
dsgdb9nsd_003038 128.44 151.24 1.17751
dsgdb9nsd_002507 161.05 181.27 1.12555
dsgdb9nsd_002926 145.41 173.06 1.19015
dsgdb9nsd_002523 143.87 158.87 1.10426
dsgdb9nsd_003802 161.83 206.84 1.27813
dsgdb9nsd_004700 110.49 135.12 1.22292
dsgdb9nsd_001722 329.61 422.44 1.28164
dsgdb9nsd_002505 144.1 167.96 1.16558
dsgdb9nsd_001944 293.97 351.87 1.19696
dsgdb9nsd_002384 182.2 215.77 1.18425
dsgdb9nsd_001486 289.57 361.73 1.2492
dsgdb9nsd_002608 91.09 101.99 1.11966
dsgdb9nsd_002713 260.83 334.74 1.28336
dsgdb9nsd_000738 72.93 81.23 1.11381
dsgdb9nsd_003780 223.29 270.13 1.20977
dsgdb9nsd_002768 310.98 376.43 1.21046
dsgdb9nsd_004613 176.69 207.34 1.17347
dsgdb9nsd_004311 406.58 488.78 1.20217
dsgdb9nsd_004247 131.72 168.55 1.27961
dsgdb9nsd_001601 258.9 283.19 1.09382
dsgdb9nsd_001770 177.86 215.39 1.21101
dsgdb9nsd_002132 377.17 460.76 1.22162
dsgdb9nsd_003847 100.54 105.87 1.05301
dsgdb9nsd_003031 139.16 151.83 1.09105
dsgdb9nsd_003020 262.16 287.75 1.09761
dsgdb9nsd_001596 461.22 557.6 1.20897
dsgdb9nsd_000651 126.99 157.91 1.24348
dsgdb9nsd_000711 133.65 144.37 1.08021
dsgdb9nsd_000601 121.11 143.84 1.18768
dsgdb9nsd_000154 120.33 132.74 1.10313
dsgdb9nsd_000109 52.16 67.18 1.28796
dsgdb9nsd_000693 195.44 222.26 1.13723
dsgdb9nsd_003292 407.96 475.44 1.16541
dsgdb9nsd_001615 319.82 382.36 1.19555
dsgdb9nsd_002974 137.93 163.62 1.18625
dsgdb9nsd_002483 287.69 333.23 1.1583
dsgdb9nsd_000217 53.38 62.09 1.16317
dsgdb9nsd_001391 342.43 399.57 1.16687
dsgdb9nsd_003938 100.27 121.37 1.21043
dsgdb9nsd_002690 234.62 280.66 1.19623
dsgdb9nsd_002426 157.45 168.56 1.07056
dsgdb9nsd_002953 387.04 430.7 1.1128
dsgdb9nsd_003838 160.25 169.07 1.05504
dsgdb9nsd_003319 274.15 307.43 1.12139
dsgdb9nsd_003518 365.23 423.31 1.15902
dsgdb9nsd_003410 172.42 193.97 1.12499
dsgdb9nsd_004236 187.88 206.42 1.09868
dsgdb9nsd_000512 72.18 93.43 1.2944
dsgdb9nsd_003122 151.64 194.27 1.28113
dsgdb9nsd_001575 490.23 577.88 1.17879
dsgdb9nsd_003396 186.47 225.23 1.20786
dsgdb9nsd_001422 290.47 357.26 1.22994
dsgdb9nsd_003934 96.75 116.6 1.20517
dsgdb9nsd_001154 120.31 133.61 1.11055
dsgdb9nsd_002619 110.64 130.8 1.18221
dsgdb9nsd_002489 166.09 186.54 1.12313
dsgdb9nsd_000366 176.79 218.01 1.23316
dsgdb9nsd_004439 160.78 206.46 1.28411
dsgdb9nsd_003276 141.27 171.18 1.21172
dsgdb9nsd_003572 180.82 202.42 1.11946
dsgdb9nsd_001640 479.15 591.09 1.23362
dsgdb9nsd_004999 157.17 177.67 1.13043
dsgdb9nsd_000592 122.09 148.06 1.21271
dsgdb9nsd_000975 213.7 271.92 1.27244
dsgdb9nsd_002649 193.54 222.1 1.14757
dsgdb9nsd_001542 257.81 319.01 1.23738
dsgdb9nsd_001671 286.34 359.82 1.25662
dsgdb9nsd_001548 263.35 327.01 1.24173
dsgdb9nsd_001696 154.09 184.29 1.19599
dsgdb9nsd_001977 369.91 442.25 1.19556
dsgdb9nsd_003850 235.31 271.43 1.1535
dsgdb9nsd_002201 214.84 238.94 1.11218
dsgdb9nsd_003899 105.37 116.85 1.10895
dsgdb9nsd_003336 235.08 294.05 1.25085
dsgdb9nsd_001443 497.21 624.07 1.25514
dsgdb9nsd_001262 410.3 514.41 1.25374
dsgdb9nsd_000164 43.73 51.63 1.18065
dsgdb9nsd_002352 349.31 397.67 1.13844
dsgdb9nsd_003459 157.2 199.31 1.26788
dsgdb9nsd_003405 260.17 283.52 1.08975
dsgdb9nsd_001853 157.64 203.55 1.29123
dsgdb9nsd_002168 253.83 308.45 1.21518
dsgdb9nsd_001659 186.0 223.09 1.19941
dsgdb9nsd_001285 706.43 831.76 1.17741
dsgdb9nsd_003074 252.51 298.43 1.18185
dsgdb9nsd_002541 206.78 228.19 1.10354
dsgdb9nsd_004263 150.05 169.04 1.12656
dsgdb9nsd_002538 228.86 270.19 1.18059
dsgdb9nsd_001496 137.02 175.64 1.28186
dsgdb9nsd_002511 196.43 220.73 1.12371
dsgdb9nsd_001514 642.92 794.52 1.2358
dsgdb9nsd_001112 376.97 479.65 1.27238
dsgdb9nsd_000092 66.34 74.17 1.11803
dsgdb9nsd_001618 300.6 371.16 1.23473
dsgdb9nsd_004220 103.64 124.1 1.19741
dsgdb9nsd_000224 495.33 586.64 1.18434
dsgdb9nsd_001954 249.84 287.74 1.1517
dsgdb9nsd_002751 262.78 340.66 1.29637
dsgdb9nsd_001579 285.29 337.48 1.18294
dsgdb9nsd_000155 65.95 71.79 1.08855
dsgdb9nsd_001128 191.71 226.23 1.18006
dsgdb9nsd_002294 175.19 205.65 1.17387
dsgdb9nsd_002346 304.98 342.87 1.12424
dsgdb9nsd_002054 221.13 245.86 1.11183
dsgdb9nsd_002110 187.22 217.18 1.16003
dsgdb9nsd_000995 177.81 206.2 1.15966
dsgdb9nsd_003891 228.11 245.93 1.07812
dsgdb9nsd_000746 88.8 103.18 1.16194
dsgdb9nsd_002513 340.01 374.91 1.10264
dsgdb9nsd_000201 70.03 71.75 1.02456
dsgdb9nsd_003451 252.09 301.53 1.19612
dsgdb9nsd_000022 17.97 18.41 1.02449
dsgdb9nsd_003449 232.72 270.94 1.16423
dsgdb9nsd_000996 123.7 156.27 1.2633
dsgdb9nsd_002715 170.58 219.06 1.28421
dsgdb9nsd_000629 286.53 370.34 1.2925
dsgdb9nsd_000669 84.45 106.89 1.26572
dsgdb9nsd_003201 167.39 179.36 1.07151
dsgdb9nsd_003806 113.55 135.63 1.19445
dsgdb9nsd_000127 69.68 80.73 1.15858
dsgdb9nsd_004240 133.41 170.55 1.27839
dsgdb9nsd_003128 313.22 370.96 1.18434
dsgdb9nsd_003621 133.17 141.59 1.06323
dsgdb9nsd_000141 54.66 59.52 1.08891
dsgdb9nsd_002044 315.23 345.06 1.09463
dsgdb9nsd_001228 341.62 437.38 1.28031
dsgdb9nsd_001471 258.99 320.34 1.23688
dsgdb9nsd_002361 353.51 389.17 1.10087
dsgdb9nsd_004314 427.78 556.0 1.29973
dsgdb9nsd_000257 193.3 250.01 1.29338
dsgdb9nsd_001276 419.95 497.47 1.18459
dsgdb9nsd_003824 84.61 98.28 1.16156
dsgdb9nsd_004860 169.77 195.3 1.15038
dsgdb9nsd_002609 81.69 102.84 1.25891
dsgdb9nsd_000504 61.7 69.86 1.13225
dsgdb9nsd_001846 149.51 169.29 1.1323
dsgdb9nsd_000142 52.14 56.7 1.08746
dsgdb9nsd_001886 187.08 237.63 1.27021
dsgdb9nsd_004986 360.56 460.18 1.27629
dsgdb9nsd_003296 190.88 218.68 1.14564
dsgdb9nsd_001518 639.57 784.17 1.22609
dsgdb9nsd_003488 164.69 199.29 1.21009
dsgdb9nsd_001533 306.4 381.59 1.2454
dsgdb9nsd_002115 98.79 122.41 1.23909
dsgdb9nsd_000327 79.62 98.1 1.2321
dsgdb9nsd_000546 195.25 246.97 1.26489
dsgdb9nsd_003784 205.8 252.82 1.22847
dsgdb9nsd_003613 168.33 179.18 1.06446
dsgdb9nsd_001267 242.75 296.01 1.2194
dsgdb9nsd_001411 127.01 133.24 1.04905
dsgdb9nsd_004231 200.32 244.18 1.21895
dsgdb9nsd_003439 171.19 191.04 1.11595
dsgdb9nsd_001148 170.52 191.78 1.12468
dsgdb9nsd_000285 267.12 323.41 1.21073
dsgdb9nsd_003965 161.46 191.95 1.18884
dsgdb9nsd_001545 175.26 205.71 1.17374
dsgdb9nsd_000190 85.47 96.83 1.13291
dsgdb9nsd_002788 257.8 301.66 1.17013
dsgdb9nsd_002812 111.23 123.22 1.10779
dsgdb9nsd_001586 199.27 247.75 1.24329
dsgdb9nsd_000388 183.39 221.56 1.20814
dsgdb9nsd_002780 276.41 319.48 1.15582
dsgdb9nsd_002158 258.96 313.82 1.21185
dsgdb9nsd_002895 258.71 283.39 1.0954
dsgdb9nsd_001266 240.04 299.5 1.24771
dsgdb9nsd_000074 203.68 255.79 1.25584
dsgdb9nsd_003935 118.03 149.51 1.26671
dsgdb9nsd_002995 171.86 208.52 1.21331
dsgdb9nsd_004182 204.9 262.18 1.27955
dsgdb9nsd_003213 326.99 385.18 1.17796
dsgdb9nsd_003322 259.09 302.31 1.16681
dsgdb9nsd_003461 171.79 194.56 1.13255
dsgdb9nsd_000024 12.71 13.12 1.03226
dsgdb9nsd_001934 278.37 335.35 1.20469
dsgdb9nsd_004767 206.33 256.84 1.2448
dsgdb9nsd_002228 181.27 225.44 1.24367
dsgdb9nsd_004748 133.49 155.54 1.16518
dsgdb9nsd_000386 126.62 154.92 1.2235
dsgdb9nsd_004168 605.56 770.58 1.27251
dsgdb9nsd_004422 160.05 183.45 1.1462
dsgdb9nsd_003606 160.26 189.48 1.18233
dsgdb9nsd_002896 317.12 375.5 1.18409
dsgdb9nsd_001580 284.69 341.32 1.19892
dsgdb9nsd_001794 205.73 244.23 1.18714
dsgdb9nsd_003500 288.9 352.58 1.22042
dsgdb9nsd_000167 36.51 39.15 1.07231
dsgdb9nsd_000002 3.46 3.74 1.08092
dsgdb9nsd_002851 266.87 301.98 1.13156
dsgdb9nsd_002093 186.54 221.73 1.18865
dsgdb9nsd_003045 281.32 312.11 1.10945
dsgdb9nsd_004761 669.93 845.95 1.26274
dsgdb9nsd_002166 245.57 299.49 1.21957
dsgdb9nsd_000338 173.23 220.31 1.27178
dsgdb9nsd_001390 146.07 166.35 1.13884
dsgdb9nsd_002434 150.83 186.54 1.23676
dsgdb9nsd_002307 146.77 176.42 1.20202
dsgdb9nsd_000000 3.87 4.09 1.05685
dsgdb9nsd_002997 266.22 333.82 1.25393
dsgdb9nsd_003271 190.32 244.83 1.28641
dsgdb9nsd_003470 251.67 307.01 1.21989
dsgdb9nsd_001114 1164.42 1423.68 1.22265
dsgdb9nsd_001956 433.4 498.23 1.14958
dsgdb9nsd_003345 261.65 316.41 1.20929
dsgdb9nsd_002149 445.42 549.43 1.23351
dsgdb9nsd_002515 269.62 303.15 1.12436
dsgdb9nsd_002990 303.4 362.65 1.19529
dsgdb9nsd_003524 147.91 179.04 1.21047
dsgdb9nsd_002118 105.11 136.27 1.29645
dsgdb9nsd_003540 168.33 181.56 1.0786
dsgdb9nsd_003577 227.12 261.22 1.15014
dsgdb9nsd_002497 90.68 107.45 1.18494
dsgdb9nsd_001598 444.32 533.64 1.20103
dsgdb9nsd_000163 61.45 68.33 1.11196
dsgdb9nsd_001849 128.66 154.27 1.19905
dsgdb9nsd_002143 251.33 313.49 1.24732
dsgdb9nsd_002531 149.38 160.22 1.07257
dsgdb9nsd_001952 140.73 152.14 1.08108
dsgdb9nsd_002591 176.79 199.21 1.12682
dsgdb9nsd_001197 237.02 293.73 1.23926
dsgdb9nsd_001474 181.12 213.03 1.17618
dsgdb9nsd_002795 359.75 426.43 1.18535
dsgdb9nsd_001162 229.91 267.27 1.1625
dsgdb9nsd_004569 414.83 480.08 1.15729
dsgdb9nsd_001833 106.78 120.9 1.13223
dsgdb9nsd_001440 249.73 315.54 1.26352
dsgdb9nsd_001898 188.09 221.95 1.18002
dsgdb9nsd_002204 438.98 505.27 1.15101
dsgdb9nsd_002628 189.44 207.5 1.09533
dsgdb9nsd_003249 139.2 145.03 1.04188
dsgdb9nsd_002900 201.57 241.16 1.19641
dsgdb9nsd_003708 162.39 202.93 1.24965
dsgdb9nsd_002903 108.99 124.58 1.14304
dsgdb9nsd_002274 336.5 404.12 1.20095
dsgdb9nsd_000458 109.4 120.66 1.10293
dsgdb9nsd_002248 223.84 271.28 1.21194
dsgdb9nsd_000497 69.94 79.52 1.13697
